cbsa,geoid,msa,STATE,January_2021_LaborForce,January_2021_URate,NUMBER_AIRPORTS,AIRPORT,CODE,NS_DOMESTIC,NS_INTERNATIONAL,NS_TOTAL,Avg. Local Sales Tax,State Sales Tax,Total Sales Tax,Property Tax per Capita,Property Tax Rank,Property Tax Throw Back,Taxable Wages Rate,New Employers Rate,Taxable Wage Base,Payroll Tax Notes,Individual Tax Rate,Individual Tax Brackets,Graduated Individual Tax,Franchise Tax Rate,Corporate Tax Rate,Corporate Tax Brackets,Graduated Corporate Tax,STATE_CODB,Fortune 500,Fortune 1000,HOUSING_PERMITS1,HOUSING_PERMITS2,PERMIT_CHANGE,SCORE,TOTPOP_CY,TOTPOP_FY,POP_ANNUAL_GROWTH,MEDAGE_CY,MEDHHINC_CY,HOME_VALUE,COLLEGE_DEGREE,DIV_INDEX,URBAN_AREA,COMP_INDEX,GROCERY,HOUSING,UTILITIES,TRANSPORTATION,HEALTH_CARE,MISC,APT_RENT,PHYSICAL_SCIENCES_ENROLLMENT,BIO_LIFE_ENROLLMENT,BUSINESS_MGMT_ENROLLMENT,EDUCATION_ENROLLMENT,ENGINEERING_ENROLLMENT,LAW_ENROLLMENT,MEDICINE_ENROLLMENT,ENROLLMENT,COMPLETIONS,NUMBER_OF_COLLEGES,MSA_CODB,UNIT_LABOR_COST,ENERGY_COST,STATE_LOCAL_TAX,OFFICE_RENT,JAN_RAIN,JAN_SNOW,JAN_TEMP_MAX,JAN_TEMP_MIN,JULY_RAIN,JULY_SNOW,JULY_TEMP_MAX,JULY_TEMP_MIN,geometry
22540,5522540,"Fond du Lac, WI",WI,56757.0,3.8,0,None,None,0,0,0,0.46,5.0,5.46,1655.0,14.0,Yes,0.00- 12.00%,,14000.0,Includes solvency surtax,7.65,4.0,Yes,No entity-level tax measured by net worth/capital value.,7.9,1.0,No,101.0,0.0,0.0,149.0,65.0,-0.564,,105265.0,107103.0,0.35,42.0,56964.0,174823.0,0.232,25.5,Fond du Lac WI,95.6,105.4,80.0,102.4,100.3,113.2,98.8,843.0,45.0,110.0,390.0,365.0,0.0,0.0,0.0,10310.0,1191.0,4.0,93.0,98.0,108.0,108.0,56.0,1.0,10.3,25.0,9.0,3.7,0.0,80.0,60.0,POINT (5.861491341435535 5.296914212828737)
22660,0822660,"Fort Collins, CO",CO,206895.0,6.3,0,None,None,0,0,0,4.75,2.9,7.65,1542.0,24.0,Yes,0.58 - 7.40%,1.7,13600.0,,4.63,1.0,No,No entity-level tax measured by net worth/capital value.,4.63,1.0,No,109.0,0.0,1.0,1679.0,1596.0,-0.049,78.0,364444.0,396400.0,1.7,37.0,72227.0,400188.0,0.487,36.6,,,,,,,,,,783.0,3416.0,3638.0,711.0,3163.0,0.0,0.0,38897.0,7710.0,4.0,100.0,115.0,91.0,73.0,88.0,0.5,9.3,39.0,15.0,1.8,0.0,82.0,51.0,POINT (-6.639516578893985 2.336417487255799)
22900,0522900,"Fort Smith, AR-OK",AR,,,0,None,None,0,0,0,2.97,6.5,9.47,740.0,48.0,Yes,0.30 - 14.20%,3.1,7000.0,Includes 0.2% fund-stabilization surtax,6.6,4.0,Yes,"0.3% of ordinary stock corporation's outstanding capital stock apportioned to state, but not less than minimum tax of $150.",6.5,6.0,Yes,94.0,0.0,1.0,399.0,313.0,-0.216,20.0,260815.0,265451.0,0.35,39.0,43725.0,125090.0,0.177,53.2,,,,,,,,,,113.0,319.0,904.0,814.0,81.0,0.0,0.0,7683.0,1111.0,2.0,83.0,99.0,71.0,84.0,60.0,2.9,2.0,49.0,27.0,3.4,0.0,92.0,70.0,POINT (1.828769488234657 -3.261152990098379)
23060,1823060,"Fort Wayne, IN",IN,219796.0,4.5,0,None,None,0,0,0,0.0,7.0,7.0,1041.0,35.0,No,0.50 - 7.40%,,9500.0,,3.23,1.0,No,No entity-level tax measured by net worth/capital value.,5.5,1.0,No,94.0,1.0,1.0,1343.0,1330.0,-0.01,42.0,416148.0,429677.0,0.64,37.0,55711.0,143620.0,0.292,47.3,Fort Wayne-Allen County IN,86.8,86.1,61.7,92.5,106.0,98.6,99.0,859.0,168.0,540.0,6116.0,949.0,1108.0,58.0,0.0,24939.0,3937.0,10.0,86.0,93.0,89.0,102.0,61.0,2.2,8.2,32.0,17.0,4.2,0.0,84.0,63.0,POINT (8.506475208217855 2.883414441027671)
23420,0623420,"Fresno, CA",CA,444676.0,10.0,1,Fresno,FAT,11,2,13,1.41,7.25,8.66,1607.0,20.0,Yes,1.50 - 6.20%,3.4,7000.0,Plus 0.1% employment training tax assessed on most employers,13.3,10.0,Yes,No entity-level tax measured by net worth/capital value.,8.84,1.0,No,112.0,0.0,0.0,2213.0,2209.0,-0.002,57.0,1010344.0,1046754.0,0.71,32.0,53671.0,290839.0,0.221,85.5,,,,,,,,,,505.0,2126.0,3631.0,2908.0,1418.0,143.0,0.0,109739.0,11993.0,11.0,130.0,109.0,210.0,97.0,91.0,3.4,0.1,56.0,38.0,0.0,0.0,97.0,66.0,POINT (-18.10978782155145 0.360522474774813)
23460,0123460,"Gadsden, AL",AL,40101.0,4.6,0,None,None,0,0,0,5.22,4.0,9.22,582.0,50.0,Yes,0.65 - 6.80%,2.7,8000.0,Includes 0.06% employment security assessment,5.0,3.0,Yes,"""Business privilege tax imposed at following graduated rates based on taxable net worth: $0-$0.999: $0.25 per $1,000 net worth $1-$199,999: $1.00 per $1,000 net worth $200,000-$499,999: $1.25 per $1,000 $500,000-$2,499,999: $1.50 per $1,000 net worth $2.5 million or more: $1.75 per $1,000 net worth. $100 minimum tax; $15,000 maximum tax.""",6.5,1.0,No,100.0,0.0,0.0,104.0,58.0,-0.442,,103331.0,102390.0,-0.18,43.0,46542.0,120198.0,0.185,41.1,,,,,,,,,,,,,,,,,6678.0,740.0,1.0,89.0,102.0,106.0,67.0,48.0,5.3,0.0,52.0,31.0,4.7,0.0,91.0,71.0,POINT (8.643454158910108 -4.265873709736865)
23540,1223540,"Gainesville, FL",FL,145310.0,4.3,0,None,None,0,0,0,0.0,6.0,7.05,1330.0,29.0,No,0.10 -5.40%,2.7,7000.0,,0.0,1.0,No,No entity-level tax measured by net worth/capital value.,4.46,1.0,No,104.0,0.0,0.0,753.0,579.0,-0.231,,336929.0,354380.0,1.02,34.0,50381.0,197073.0,0.384,56.3,,,,,,,,,,1386.0,4345.0,6580.0,2059.0,7639.0,945.0,543.0,83516.0,19338.0,8.0,111.0,112.0,145.0,82.0,77.0,3.5,0.0,67.0,41.0,6.8,0.0,92.0,71.0,POINT (12.05867218835774 -8.437255335168373)
23580,1323580,"Gainesville, GA",GA,103248.0,3.3,0,None,None,0,0,0,3.31,4.0,7.31,1161.0,33.0,No,0.04 - 7.56%,2.7,9500.0,Includes 0.06% administrative assessment except lowest and highest rates,5.75,6.0,Yes,"Graduated tax from minimum of $125 to maximum of $5,000 on net worth exceeding $100,000.",5.75,1.0,No,94.0,0.0,0.0,1159.0,739.0,-0.362,99.0,205699.0,221013.0,1.45,36.0,62700.0,231446.0,0.261,70.1,,,,,,,,,,0.0,73.0,800.0,290.0,0.0,0.0,0.0,9595.0,1019.0,4.0,84.0,92.0,87.0,80.0,63.0,5.2,1.2,50.0,32.0,4.2,0.0,87.0,69.0,POINT (10.41761090948258 -3.783838869409398)
23900,4223900,"Gettysburg, PA",PA,53571.0,5.7,0,None,None,0,0,0,0.34,6.0,6.34,1528.0,25.0,No,1.29 - 9.93%,3.69,10000.0,"Includes 5.4% surcharge, 0.00% interest tax factor and 0.50% additional contribution tax",3.07,1.0,No,No entity-level tax measured by net worth/capital value.,9.99,1.0,No,94.0,0.0,0.0,224.0,220.0,-0.018,,105930.0,108091.0,0.4,43.0,63592.0,215109.0,0.239,27.0,,,,,,,,,,52.0,257.0,93.0,24.0,0.0,0.0,0.0,3043.0,759.0,3.0,93.0,98.0,121.0,98.0,45.0,3.1,6.9,38.0,21.0,3.6,0.0,86.0,63.0,POINT (14.65405450808177 2.586960558973739)
24020,3624020,"Glens Falls, NY",NY,58546.0,6.8,0,None,None,0,0,0,4.52,4.0,8.52,2902.0,4.0,No,0.60 - 7.90%,3.2,11600.0,"*2019, Includes 0.075% Re-employment Service Fund rate",8.82,8.0,Yes,"Capital value tax is part of overall franchise tax calculation that is based on the greater of the business income base, the capital tax base, or the fixed dollar minimum tax.",6.5,1.0,No,98.0,0.0,0.0,225.0,219.0,-0.027,,130474.0,128998.0,-0.23,45.0,57576.0,183209.0,0.27,16.5,,,,,,,,,,,,,,,,,5554.0,623.0,1.0,81.0,82.0,90.0,129.0,49.0,3.0,20.7,30.0,8.0,4.4,0.0,83.0,58.0,POINT (16.46627321915883 6.654978600417373)
24140,3724140,"Goldsboro, NC",NC,50668.0,6.3,0,None,None,0,0,0,2.22,4.75,6.97,974.0,41.0,No,0.06 - 5.76%,1.0,25200.0,,5.25,1.0,No,"$1.50 per $1,000 of greatest of net worth; actual investment in tangible property; or 55% of appraised value of real/tangible property. Minimum tax of $200.",2.5,1.0,No,92.0,0.0,0.0,,,,,124811.0,126760.0,0.31,38.0,41578.0,132690.0,0.208,68.0,,,,,,,,,,13.0,95.0,1029.0,503.0,0.0,0.0,0.0,8240.0,1517.0,2.0,78.0,89.0,84.0,86.0,45.0,3.7,3.0,53.0,33.0,5.5,0.0,90.0,71.0,POINT (14.9238838898671 -1.995933342777426)
24220,2724220,"Grand Forks, ND-MN",ND,,,0,None,None,0,0,0,1.86,5.0,6.86,1654.0,15.0,Yes,0.08 - 9.69%,1.02,37900.0,,2.9,5.0,Yes,No entity-level tax measured by net worth/capital value.,4.31,3.0,Yes,97.0,0.0,0.0,254.0,90.0,-0.646,,104874.0,107193.0,0.44,35.0,55711.0,206378.0,0.32,35.0,Grand Forks ND,91.4,96.2,91.1,94.7,98.6,108.6,84.7,887.0,334.0,623.0,2285.0,1332.0,1916.0,229.0,273.0,20425.0,3812.0,4.0,95.0,110.0,93.0,98.0,64.0,0.6,9.4,16.0,-3.0,3.3,0.0,80.0,57.0,POINT (-0.1074118254888 9.132433620212648)
24260,3124260,"Grand Island, NE",NE,43165.0,3.6,0,None,None,0,0,0,1.43,5.5,6.93,1957.0,12.0,No,0.00 - 5.40%,1.25,9000.0,,6.84,4.0,Yes,"Graduated tax from minimum of $26 to maximum of $23,990 based on paid-up capital stock.",7.81,2.0,Yes,95.0,0.0,0.0,166.0,71.0,-0.572,19.0,77108.0,79268.0,0.55,38.0,54176.0,155411.0,0.214,59.9,,,,,,,,,,,,,,,,,9241.0,657.0,1.0,80.0,90.0,81.0,92.0,54.0,0.6,5.4,36.0,15.0,3.4,0.0,87.0,65.0,POINT (-1.304325476145001 2.428331197869156)
24300,0824300,"Grand Junction, CO",CO,76281.0,7.9,0,None,None,0,0,0,4.75,2.9,7.65,1542.0,24.0,Yes,0.58 - 7.40%,1.7,13600.0,,4.63,1.0,No,No entity-level tax measured by net worth/capital value.,4.63,1.0,No,109.0,0.0,0.0,822.0,619.0,-0.247,,162958.0,170500.0,0.91,39.0,50921.0,255946.0,0.294,41.8,Grand Junction CO,100.7,118.8,97.1,83.2,110.5,102.6,98.3,999.0,163.0,448.0,387.0,57.0,0.0,0.0,0.0,12412.0,1524.0,2.0,102.0,124.0,91.0,73.0,73.0,0.6,4.7,40.0,19.0,0.8,0.0,93.0,64.0,POINT (-9.101999487875304 0.948117184392659)
24340,2624340,"Grand Rapids-Wyoming, MI",MI,565133.0,5.5,1,Grand Rapids,GRR,24,0,24,0.0,6.0,6.0,1416.0,28.0,No,0.06 - 10.30%,2.7,9000.0,,4.25,1.0,No,"""Financial institutions: 0.29% of net capital.""",6.0,1.0,No,106.0,1.0,5.0,2749.0,1561.0,-0.432,76.0,1080710.0,1125680.0,0.82,37.0,61947.0,185737.0,0.338,44.6,Grand Rapids MI,94.5,89.1,88.7,100.6,106.9,94.7,96.6,1144.0,504.0,1532.0,10112.0,5365.0,1802.0,0.0,0.0,,,,104.0,114.0,118.0,103.0,63.0,2.1,21.5,31.0,16.0,3.4,0.0,83.0,60.0,POINT (7.881927531357896 4.764039921237995)
24420,4124420,"Grants Pass, OR",OR,37169.0,7.9,0,None,None,0,0,0,0.0,0.0,0.0,1487.0,27.0,Yes,0.70 - 5.40%,2.1,42100.0,Includes special payroll tax offset: 0.09%,9.9,4.0,Yes,No entity-level tax measured by net worth/capital value.,7.6,2.0,Yes,102.0,0.0,0.0,,,,,89486.0,92851.0,0.74,50.0,50169.0,329264.0,0.185,29.8,,,,,,,,,,,,,,,,,8829.0,490.0,1.0,94.0,107.0,96.0,92.0,62.0,6.9,5.6,47.0,34.0,0.3,0.0,86.0,53.0,POINT (-19.48006869167212 6.592337607567368)
24500,3024500,"Great Falls, MT",MT,36717.0,4.8,0,None,None,0,0,0,0.0,0.0,0.0,1567.0,22.0,Yes,0.13 - 6.25%,,34100.0,Includes 0.13% or 0.18% administrative fund tax,6.9,7.0,Yes,No entity-level tax measured by net worth/capital value.,6.75,1.0,No,101.0,0.0,0.0,132.0,122.0,-0.076,,82739.0,83424.0,0.17,40.0,49721.0,191009.0,0.265,32.4,Great Falls MT,89.7,101.3,74.3,87.2,96.3,101.8,94.5,908.0,18.0,126.0,133.0,113.0,0.0,0.0,0.0,3600.0,631.0,2.0,104.0,112.0,116.0,98.0,73.0,0.5,9.2,38.0,16.0,1.6,0.0,83.0,49.0,POINT (-9.956583467112717 9.444396057258981)
24540,0824540,"Greeley, CO",CO,169323.0,7.1,0,None,None,0,0,0,4.75,2.9,7.65,1542.0,24.0,Yes,0.58 - 7.40%,1.7,13600.0,,4.63,1.0,No,No entity-level tax measured by net worth/capital value.,4.63,1.0,No,109.0,0.0,0.0,3194.0,2907.0,-0.09,,334700.0,380534.0,2.6,35.0,77497.0,342192.0,0.287,65.8,,,,,,,,,,336.0,414.0,1017.0,1757.0,38.0,0.0,0.0,24845.0,3652.0,3.0,111.0,140.0,91.0,73.0,85.0,0.3,5.1,41.0,12.0,2.1,0.0,88.0,56.0,POINT (-5.849366846121583 2.149075684125455)
24580,5524580,"Green Bay, WI",WI,170798.0,4.0,0,None,None,0,0,0,0.46,5.0,5.46,1655.0,14.0,Yes,0.00- 12.00%,,14000.0,Includes solvency surtax,7.65,4.0,Yes,No entity-level tax measured by net worth/capital value.,7.9,1.0,No,101.0,0.0,1.0,766.0,632.0,-0.175,40.0,325175.0,335513.0,0.63,39.0,60987.0,185992.0,0.277,37.9,Green Bay WI,88.7,93.1,77.9,96.9,88.2,100.8,91.8,813.0,104.0,359.0,1464.0,532.0,9.0,0.0,0.0,29191.0,3638.0,7.0,88.0,94.0,88.0,108.0,66.0,1.3,11.6,24.0,7.0,3.7,0.0,79.0,57.0,POINT (6.255453948561779 6.275911279999806)
24660,3724660,"Greensboro-High Point, NC",NC,359191.0,6.7,1,Greensboro,GSO,16,0,16,2.22,4.75,6.97,974.0,41.0,No,0.06 - 5.76%,1.0,25200.0,,5.25,1.0,No,"$1.50 per $1,000 of greatest of net worth; actual investment in tangible property; or 55% of appraised value of real/tangible property. Minimum tax of $200.",2.5,1.0,No,92.0,0.0,1.0,1949.0,2002.0,0.027,82.0,777265.0,806716.0,0.75,40.0,51201.0,166443.0,0.31,63.1,,,,,,,,,,508.0,2498.0,5798.0,3586.0,1530.0,0.0,0.0,65989.0,10781.0,15.0,84.0,96.0,77.0,86.0,64.0,3.6,2.7,49.0,30.0,4.5,0.0,88.0,68.0,POINT (13.38888982679303 -1.596520513592008)
24780,3724780,"Greenville, NC",NC,89834.0,5.9,0,None,None,0,0,0,2.22,4.75,6.97,974.0,41.0,No,0.06 - 5.76%,1.0,25200.0,,5.25,1.0,No,"$1.50 per $1,000 of greatest of net worth; actual investment in tangible property; or 55% of appraised value of real/tangible property. Minimum tax of $200.",2.5,1.0,No,92.0,0.0,0.0,610.0,301.0,-0.507,22.0,182657.0,190994.0,0.9,33.0,44485.0,160248.0,0.34,61.8,,,,,,,,,,282.0,992.0,4701.0,2686.0,695.0,0.0,313.0,44391.0,8096.0,3.0,91.0,106.0,84.0,86.0,67.0,3.9,1.5,52.0,32.0,5.4,0.0,90.0,71.0,POINT (15.37826518439269 -1.671713778371616)
24860,4524860,"Greenville-Anderson-Mauldin, SC",SC,427546.0,4.8,0,None,None,0,0,0,1.46,6.0,7.46,1201.0,32.0,No,0.06 - 5.46%,0.55,14000.0,Includes solvency surcharge and 0.06% contingency assessment,7.0,6.0,Yes,"1 mill on the total capital and paid-in surplus plus $15, but no less than $25.",5.0,1.0,No,95.0,0.0,1.0,5254.0,5384.0,0.025,22.0,936356.0,994111.0,1.2,39.0,55797.0,178754.0,0.301,47.2,Greenville SC,92.2,101.9,75.5,95.4,96.0,95.9,99.2,1016.0,605.0,2750.0,6615.0,3218.0,4094.0,0.0,0.0,,,,82.0,95.0,80.0,87.0,54.0,4.6,1.3,51.0,29.0,4.4,0.0,89.0,68.0,POINT (11.50615641010386 -3.261731515856696)
25060,2825060,"Gulfport-Biloxi-Pascagoula, MS",MS,165667.0,6.5,0,None,None,0,0,0,0.07,7.0,7.07,1017.0,39.0,Yes,0.20 - 5.60%,,14000.0,Includes 0.2% workforce investment and training contribution rate,5.0,3.0,Yes,"$2.00 per $1,000 of capital used, invested, or employed, but not less than the minimum tax of $25.",5.0,3.0,Yes,97.0,0.0,0.0,1921.0,2034.0,0.059,4.0,422043.0,436330.0,0.67,38.0,48194.0,148611.0,0.237,52.3,,,,,,,,,,,,,,,,,,,,91.0,95.0,96.0,96.0,75.0,5.5,0.0,61.0,41.0,7.1,0.0,90.0,73.0,POINT (6.477736441457894 -8.030890330276055)
25180,2425180,"Hagerstown-Martinsburg, MD-WV",MD,,,0,None,None,0,0,0,0.0,6.0,6.0,1623.0,18.0,No,0.30 - 7.50%,2.6,8500.0,,5.75,8.0,Yes,No entity-level tax measured by net worth/capital value.,8.25,1.0,No,102.0,0.0,0.0,1363.0,1341.0,-0.016,38.0,295921.0,314190.0,1.21,41.0,59147.0,201464.0,0.226,36.7,,,,,,,,,,0.0,0.0,186.0,17.0,0.0,0.0,0.0,16322.0,1221.0,4.0,99.0,111.0,115.0,95.0,55.0,2.7,7.8,40.0,21.0,3.7,0.0,86.0,63.0,POINT (14.14545301563371 2.15689158323741)
25220,2225220,"Hammond, LA",LA,56334.0,8.7,0,None,None,0,0,0,5.07,4.45,9.52,901.0,44.0,No,0.09 - 6.20%,,7700.0,Includes applicable social charge assessments,6.0,3.0,Yes,"$1.50 per $1,000 of first $300,000 and $3.00 per $1,000 of amount which exceeds $300,000 of corporation's issued and outstanding capital stock, surplus, and undivided profits.",8.0,5.0,Yes,92.0,0.0,0.0,932.0,816.0,-0.124,69.0,140261.0,148856.0,1.2,36.0,47546.0,166552.0,0.203,53.0,Hammond LA,87.9,96.5,73.2,87.1,86.5,93.2,95.9,940.0,214.0,793.0,1897.0,2291.0,0.0,0.0,0.0,17352.0,2077.0,2.0,83.0,89.0,76.0,64.0,86.0,,,,,,,,,POINT (5.263620230124425 -7.968384843120503)
25260,0625260,"Hanford-Corcoran, CA",CA,55802.0,10.7,0,None,None,0,0,0,1.41,7.25,8.66,1607.0,20.0,Yes,1.50 - 6.20%,3.4,7000.0,Plus 0.1% employment training tax assessed on most employers,13.3,10.0,Yes,No entity-level tax measured by net worth/capital value.,8.84,1.0,No,112.0,0.0,0.0,,,,,157728.0,162496.0,0.6,32.0,60331.0,224268.0,0.144,86.3,,,,,,,,,,,,,,,,,6574.0,736.0,1.0,126.0,106.0,210.0,97.0,78.0,1.7,0.0,55.0,36.0,0.0,0.0,97.0,63.0,POINT (-18.40848459239905 -0.274650447053396)
25420,4225420,"Harrisburg-Carlisle, PA",PA,293475.0,6.8,0,None,None,0,0,0,0.34,6.0,6.34,1528.0,25.0,No,1.29 - 9.93%,3.69,10000.0,"Includes 5.4% surcharge, 0.00% interest tax factor and 0.50% additional contribution tax",3.07,1.0,No,No entity-level tax measured by net worth/capital value.,9.99,1.0,No,94.0,2.0,3.0,1344.0,1151.0,-0.144,56.0,583441.0,600418.0,0.58,42.0,63219.0,191634.0,0.333,45.9,,,,,,,,,,360.0,936.0,3489.0,1644.0,1410.0,399.0,598.0,53896.0,7686.0,12.0,89.0,88.0,106.0,98.0,70.0,2.9,9.3,37.0,23.0,4.2,0.0,86.0,65.0,POINT (14.65031276268856 3.054169456641546)
25500,5125500,"Harrisonburg, VA",VA,63605.0,4.8,0,None,None,0,0,0,0.35,5.3,5.65,1652.0,16.0,No,0.11 - 6.21%,2.51,8000.0,Includes 0.01% pool cost charge,5.75,4.0,Yes,No entity-level tax measured by net worth/capital value.,6.0,1.0,No,101.0,0.0,0.0,450.0,361.0,-0.198,,137706.0,143869.0,0.88,34.0,52834.0,227953.0,0.309,47.1,,,,,,,,,,566.0,1386.0,4189.0,631.0,433.0,0.0,0.0,27940.0,6319.0,6.0,92.0,120.0,79.0,76.0,51.0,2.3,4.9,40.0,20.0,4.0,0.0,85.0,62.0,POINT (13.66199340452423 0.9993472823164929)
73450,,"Hartford-West Hartford-East Hartford, CT",CT,605181.0,8.3,1,Hartford,BDL,25,3,28,0.0,6.35,6.35,3020.0,3.0,No,1.90 -6.80%,3.2,15000.0,Includes 1.4% fund solvency surtax,6.99,7.0,Yes,"Capital stock tax is part of overall corporation business tax calculation that is based on the greater of the net income basis, the capital stock basis, or the minimum tax.",7.5,1.0,No,108.0,3.0,4.0,807.0,855.0,0.059,96.0,1226241.0,1233514.0,0.12,42.0,78871.0,253273.0,0.398,60.7,Hartford CT,113.9,105.4,112.0,123.9,108.5,106.9,118.4,1581.0,987.0,3637.0,6966.0,3459.0,4484.0,557.0,384.0,,,,110.0,90.0,177.0,103.0,78.0,3.7,10.2,35.0,17.0,4.2,0.0,83.0,61.0,POINT (17.645084 5.164754)
25620,2825620,"Hattiesburg, MS",MS,69730.0,5.6,0,None,None,0,0,0,0.07,7.0,7.07,1017.0,39.0,Yes,0.20 - 5.60%,,14000.0,Includes 0.2% workforce investment and training contribution rate,5.0,3.0,Yes,"$2.00 per $1,000 of capital used, invested, or employed, but not less than the minimum tax of $25.",5.0,3.0,Yes,97.0,0.0,0.0,102.0,39.0,-0.618,5.0,167798.0,170414.0,0.31,36.0,44671.0,146979.0,0.302,50.9,Hattiesburg MS,86.5,101.5,66.3,94.9,89.4,90.4,93.1,725.0,413.0,1100.0,2512.0,2767.0,105.0,0.0,0.0,23675.0,4583.0,4.0,89.0,96.0,96.0,96.0,63.0,6.2,0.1,60.0,36.0,5.7,0.0,92.0,71.0,POINT (6.169022756897479 -7.260746718776382)
25860,3725860,"Hickory-Lenoir-Morganton, NC",NC,172916.0,5.8,0,None,None,0,0,0,2.22,4.75,6.97,974.0,41.0,No,0.06 - 5.76%,1.0,25200.0,,5.25,1.0,No,"$1.50 per $1,000 of greatest of net worth; actual investment in tangible property; or 55% of appraised value of real/tangible property. Minimum tax of $200.",2.5,1.0,No,92.0,1.0,1.0,893.0,11.0,-0.988,,379847.0,386557.0,0.35,43.0,48355.0,144801.0,0.2,41.0,,,,,,,,,,33.0,72.0,236.0,282.0,0.0,0.0,0.0,16154.0,2273.0,5.0,84.0,99.0,77.0,86.0,56.0,3.8,2.4,49.0,27.0,4.4,0.0,88.0,66.0,POINT (12.10673935222569 -2.023330160617122)
25940,4525940,"Hilton Head Island-Bluffton-Beaufort, SC",SC,88493.0,4.6,0,None,None,0,0,0,1.46,6.0,7.46,1201.0,32.0,No,0.06 - 5.46%,0.55,14000.0,Includes solvency surcharge and 0.06% contingency assessment,7.0,6.0,Yes,"1 mill on the total capital and paid-in surplus plus $15, but no less than $25.",5.0,1.0,No,95.0,0.0,0.0,2308.0,858.0,-0.628,,224461.0,245696.0,1.82,42.0,61460.0,304988.0,0.387,57.2,Hilton Head Island SC,111.3,108.0,125.1,105.3,94.9,97.6,109.2,1769.0,0.0,324.0,505.0,126.0,0.0,0.0,0.0,,,,88.0,101.0,80.0,87.0,67.0,3.7,0.0,60.0,37.0,5.7,0.0,92.0,71.0,POINT (13.1473980310402 -5.348871218777901)
25980,1325980,"Hinesville, GA",GA,34355.0,4.7,0,None,None,0,0,0,3.31,4.0,7.31,1161.0,33.0,No,0.04 - 7.56%,2.7,9500.0,Includes 0.06% administrative assessment except lowest and highest rates,5.75,6.0,Yes,"Graduated tax from minimum of $125 to maximum of $5,000 on net worth exceeding $100,000.",5.75,1.0,No,94.0,0.0,0.0,398.0,286.0,-0.281,,84754.0,88917.0,0.96,31.0,50454.0,152916.0,0.19,71.1,,,,,,,,,,,,,,,,,,,,75.0,91.0,87.0,80.0,22.0,4.1,0.0,63.0,40.0,5.7,0.0,92.0,73.0,POINT (12.62633974186795 -6.036748761989565)
26140,1226140,"Homosassa Springs, FL",FL,46770.0,6.3,0,None,None,0,0,0,0.0,6.0,7.05,1330.0,29.0,No,0.10 -5.40%,2.7,7000.0,,0.0,1.0,No,No entity-level tax measured by net worth/capital value.,4.46,1.0,No,104.0,0.0,0.0,884.0,693.0,-0.216,,153879.0,160542.0,0.85,58.0,39851.0,146607.0,0.19,25.9,,,,,,,,,,,,,,,,,495.0,,,107.0,132.0,85.0,82.0,83.0,3.1,0.0,71.0,42.0,7.4,0.0,92.0,71.0,POINT (12.24890355266889 -9.040562712023684)
26300,0526300,"Hot Springs, AR",AR,41156.0,6.6,0,None,None,0,0,0,2.97,6.5,9.47,740.0,48.0,Yes,0.30 - 14.20%,3.1,7000.0,Includes 0.2% fund-stabilization surtax,6.6,4.0,Yes,"0.3% of ordinary stock corporation's outstanding capital stock apportioned to state, but not less than minimum tax of $150.",6.5,6.0,Yes,94.0,0.0,0.0,51.0,47.0,-0.078,,100338.0,102339.0,0.4,47.0,46346.0,158301.0,0.211,36.6,Hot Springs AR,91.6,93.3,79.2,95.4,79.5,86.8,103.4,657.0,,,,,,,,3375.0,318.0,2.0,85.0,96.0,79.0,90.0,68.0,3.8,0.4,50.0,28.0,4.6,0.0,91.0,66.0,POINT (2.790645360036831 -4.124932388116506)
26380,2226380,"Houma-Thibodaux, LA",LA,86429.0,6.7,0,None,None,0,0,0,5.07,4.45,9.52,901.0,44.0,No,0.09 - 6.20%,,7700.0,Includes applicable social charge assessments,6.0,3.0,Yes,"$1.50 per $1,000 of first $300,000 and $3.00 per $1,000 of amount which exceeds $300,000 of corporation's issued and outstanding capital stock, surplus, and undivided profits.",8.0,5.0,Yes,92.0,0.0,0.0,475.0,455.0,-0.042,,214879.0,215883.0,0.09,38.0,51691.0,163466.0,0.171,49.5,Houma-Terrebonne Parish LA,97.0,97.8,95.6,93.1,97.7,96.1,98.8,997.0,54.0,459.0,1212.0,739.0,46.0,0.0,0.0,10951.0,1568.0,2.0,81.0,88.0,76.0,64.0,78.0,5.3,0.0,63.0,43.0,8.1,0.0,91.0,74.0,POINT (5.116504288482739 -9.188166256401232)
26420,4826420,"Houston-The Woodlands-Sugar Land, TX",TX,3371649.0,8.3,2,"Houston Intercontinental, Houston",IAH/HOU,166,75,241,1.94,6.25,8.19,1872.0,13.0,,0.31 - 6.31%,2.7,9000.0,,0.0,1.0,No,"Revised franchise tax, otherwise known as margin tax, on total revenues.",0.0,1.0,No,92.0,22.0,41.0,,,,75.0,7233951.0,7931830.0,1.86,35.0,66160.0,216888.0,0.342,81.0,Houston TX,95.2,92.0,85.3,111.4,95.3,98.4,99.5,1119.0,2624.0,7544.0,25345.0,3738.0,7965.0,2324.0,2631.0,421190.0,52182.0,56.0,96.0,98.0,99.0,80.0,94.0,4.0,0.0,62.0,43.0,4.3,0.0,92.0,75.0,POINT (1.024254547015952 -8.974597634511866)
